objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,co_sponsor,type,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,no_photo_id_required,no_registration_required,restricted_access_only_members_o,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,income_maximum_for_eligibility,delivery_available,prepared_meals,grocery_items,fresh_produce,languages_spoken_other_than_engl,other_services_provided_diapers,other_services_provided_baby_for,other_services_provided_financia,other_services_provided_clothing,other_services_provided,metro,bus,store_type,loctype_fresh
303,A Plus 40056H,11854 Sunrise Valley Dr,,Reston,VA,20191,FAIRFAX,7610.3677,100,38.9471435546875,-77.357177734375,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
2888,7-Eleven Inc F 39737A,4154 S 4 Mile Run Dr,,Arlington,VA,22206,ARLINGTON,5315049,60,38.84104537963867,-77.09244537353516,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
3186,Aplus 40046H,5135 Westfields Blvd,,Centreville,VA,20120,FAIRFAX,6952.6538,100,38.86742782592773,-77.44841003417969,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
3466,Super A Market,2800 Graham Rd,,Falls Church,VA,22042,FAIRFAX,7049.9434,98.99408,38.87571716308594,-77.19123840332031,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
3986,Naz Foods Halal Meat & Grocery,4231 Markham St,Ste C,Annandale,VA,22003,FAIRFAX,12324.294,100,38.83270645141602,-77.19774627685547,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,
4318,7-Eleven Inc F 10794B,9402 Richmond Hwy,,Lorton,VA,22079,FAIRFAX,1182.2526,96,38.70230865478516,-77.20954895019531,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
4776,7-Eleven Inc F 10657A,1111 Elden St,,Herndon,VA,20170,FAIRFAX,1302.6791,96,38.96487808227539,-77.39713287353516,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
4922,Centro Market,2930 Patrick Henry Dr,,Falls Church,VA,22044,FAIRFAX,23985.146,96,38.8698844909668,-77.14713287353516,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
4931,Lideta Market,1607 S Glebe Rd,,Arlington,VA,22204,ARLINGTON,498.6814,95.325447,38.89058685302734,-77.11900329589844,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
5939,Walmart Supercenter 5936,1500 Conerside Blvd,,Vienna,VA,22182,FAIRFAX,30597138,60,38.9284782409668,-77.26148223876953,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
6699,Asni Inc,1045 S Edgewood St,,Arlington,VA,22204,ARLINGTON,2855.9011,100,38.86225891113281,-77.086181640625,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
6878,Community Foodworks Huntington Farmers Market,5919 N Kings Hwy,,Alexandria,VA,22303,FAIRFAX,2276.5518,98.99408,38.78907012939453,-77.076416015625,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
6906,Reston Town Center Exxon 20305,11808 Baron Cameron Ave,,Reston,VA,20190,FAIRFAX,4623.6499,100,38.96697998046875,-77.35630798339844,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7048,Giant Food 763,359 Maple Ave E,,Vienna,VA,22180,FAIRFAX,5492.7407,100,38.90623092651367,-77.25922393798828,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7050,Giant Food 780,3480 S Jefferson St,,Falls Church,VA,22041,FAIRFAX,1233.4386,98.99408,38.85183334350586,-77.11935424804688,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7051,Giant Food 756,8320 Old Keene Mill Rd,,Springfield,VA,22152,FAIRFAX,8045.1655,99.899406,38.77998733520508,-77.23006439208984,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7052,Giant Food 745,13043 Lee Jackson Memorial Hwy,,Fairfax,VA,22033,FAIRFAX,6004.603,98.99408,38.88071823120117,-77.39723205566406,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7054,Safeway  1283,8646 Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,3925.7339,98.99408,38.72258758544922,-77.12123870849609,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7055,Safeway  878,7900 Fort Hunt Rd,,Alexandria,VA,22308,FAIRFAX,7995.0781,96,38.74359893798828,-77.05752563476563,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7056,Safeway  4933,6244 Old Dominion Dr,,McLean,VA,22101,FAIRFAX,19844.021,100,38.92002868652344,-77.15086364746094,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7062,Safeway  1285,6130 Rose Hill Dr,,Alexandria,VA,22310,FAIRFAX,2343.9382,98.99408,38.78460311889648,-77.12096405029297,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7064,Safeway  1588,7414 Little River Tpke,,Annandale,VA,22003,FAIRFAX,7516.251,100,38.83123016357422,-77.20039367675781,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7070,Ft Myers Commissary 2518,523 Carpenter Rd,,Fort Myer,VA,22211,ARLINGTON,4533965.5,60,38.88694763183594,-77.07820892333984,Relaxed;Soundex,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,0,,,,,,,,,Misc,SNAP-retailer without fresh produce
7073,Safeway  1304,7397 Lee Hwy,,Falls Church,VA,22042,FAIRFAX,7840.9141,96,38.87522506713867,-77.19866943359375,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7074,Giant Food 231,2932 Chain Bridge Rd,,Oakton,VA,22124,FAIRFAX,6219.2002,100,38.88151168823242,-77.30009460449219,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7082,Giant Food 229,8074 Rolling Rd,,Springfield,VA,22153,FAIRFAX,10763.034,98.99408,38.73921966552734,-77.21143341064453,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7447,C-More Drug Store,6003 Leesburg Pike,,Falls Church,VA,22041,FAIRFAX,2567.6125,98.99408,38.85503005981445,-77.13803100585938,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
7862,"H Mart Herndon,Llc",1228 Elden St,,Herndon,VA,20170,FAIRFAX,29451.539,96,38.96236419677734,-77.40057373046875,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
8703,1St Variety Mart Llc,5820 Seminary Rd,Ste K,Falls Church,VA,22041,FAIRFAX,8436.9521,96,38.84738159179688,-77.12777709960938,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
8765,Giant Food 2741,10653 Braddock Rd,,Fairfax,VA,22032,FAIRFAX,12186.937,98.99408,38.82651138305664,-77.31459808349609,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
9156,Ali Baba Groceries And Halal Meat,6701 Richmond Hwy,Ste 104,Alexandria,VA,22306,FAIRFAX,2278.3428,96,38.77291107177734,-77.08040618896484,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
9530,Arlington Mill Farmers Market,909 S Dinwiddie St,,Arlington,VA,22204,ARLINGTON,2260.2388,100,38.85667037963867,-77.11264038085938,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
10321,Tiger Market & Bakery,3903 Mount Vernon Ave,,Alexandria,VA,22305,ALEXANDRIA,1969.369,100,38.84131240844727,-77.06321716308594,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
10983,Target Store 3210,1500 Wilson Blvd,,Rosslyn,VA,22209,ARLINGTON,4595.1108,96,38.89434814453125,-77.07435607910156,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
11778,Bangla Bazar,5149 Lee Hwy,,Arlington,VA,22207,ARLINGTON,3334.8015,100,38.89642715454102,-77.13224029541016,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
12188,7-Eleven Inc F 34336A,5834 N. Kings Highway,,Alexandria,VA,22303,FAIRFAX,1752.7843,98.99408,38.79120254516602,-77.07653045654297,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
12340,7-Eleven 34082A,3503 Fairfax Dr,,Arlington,VA,22201,ARLINGTON,2124.6201,100,38.88421249389648,-77.10166931152344,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
13314,7-Eleven Inc F 30479A,6221 Rolling Rd,,Springfield,VA,22152,FAIRFAX,3999.6157,96,38.78131484985352,-77.23378753662109,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
13489,Lorton Farmers Market/Arcadia Foods Inc,8990 Lorton Station Blvd,,Lorton,VA,22079,FAIRFAX,196080.86,96,38.71921920776367,-77.20754241943359,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14024,Giant Food 748,2901-11 S Glebe Rd,,Arlington,VA,22206,ARLINGTON,14538.319,96.633133,38.84539794921875,-77.06891632080078,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14025,Giant Food 771,3115 Lee Hwy,,Arlington,VA,22201,ARLINGTON,16184.268,100,38.89662170410156,-77.0963134765625,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14027,Safeway  764,2500 N Harrison St,,Arlington,VA,22207,ARLINGTON,9272.666,100,38.8968505859375,-77.13941955566406,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14028,Safeway  1358,5101 Wilson Blvd,,Arlington,VA,22205,ARLINGTON,9480.2383,100,38.8780517578125,-77.12315368652344,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14032,7-Eleven 10780T,3023 Duke St,,Alexandria,VA,22314,ALEXANDRIA,2576.9729,100,38.80760192871094,-77.08211517333984,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
14051,Giant Food 2742,621 E Glebe Rd,,Alexandria,VA,22305,ALEXANDRIA,795.50037,95.857986,38.84027481079102,-77.06752777099609,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14052,Safeway  866,500 S Royal St,,Alexandria,VA,22314,ALEXANDRIA,2875.1174,100,38.8000602722168,-77.04451751708984,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14191,Speedway 2870,7100 Little River Tpke,,Annandale,VA,22003,FAIRFAX,2786.7988,100,38.83000183105469,-77.19043731689453,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14362,Bestway Va Super Market,3109 Graham Rd,,Falls Church,VA,22042,FAIRFAX,5484.1108,98.99408,38.86562728881836,-77.19477844238281,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14657,Harris Teeter 279,6351 Columbia Pike,,Falls Church,VA,22041,FAIRFAX,7006.2749,98.99408,38.83724975585938,-77.15578460693359,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
14758,Giant Food 2747,6200 Little River Tpke,,Alexandria,VA,22312,FAIRFAX,92097.664,96,38.81896209716797,-77.14093017578125,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
15433,Cvs 10170,8117 Leesburg Pike,,Vienna,VA,22182,FAIRFAX,2056.7903,96,38.91469955444336,-77.22622680664063,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
15975,Arlington Grocery,2524 Columbia Pike,,Arlington,VA,22204,ARLINGTON,2117.2656,97.928993,38.86315155029297,-77.08432006835938,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
16291,Ez Stop & Go Food Mart,7600 Lee Hwy,,Falls Church,VA,22042,FAIRFAX,1369.0454,96,38.87564086914063,-77.20778656005859,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
16460,Super Giant 0774,2501 9th Rd S,,Arlington,VA,22204,ARLINGTON,6433.0645,94.08284,38.86464691162109,-77.08460998535156,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
16789,7-Eleven 10709C,4818 Beauregard St,,Alexandria,VA,22312,FAIRFAX,3275.4453,98.99408,38.81964492797852,-77.14313507080078,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
18167,7-Eleven Inc F 34269A,504 John Carlyle St,,Alexandria,VA,22314,ALEXANDRIA,2391.0151,100,38.80155563354492,-77.06177520751953,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
18212,7-Eleven Inc F 10769A,421 E Braddock Rd,,Alexandria,VA,22301,ALEXANDRIA,3246.553,100,38.81352615356445,-77.05609893798828,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
19477,La Mart 3,6711 Bland St,,Springfield,VA,22150,FAIRFAX,2881.4167,100,38.7807731628418,-77.18290710449219,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
19653,Dollar Tree 4715,14120B Lee Hwy,,Centreville,VA,20120,FAIRFAX,7663.2788,100,38.83882904052734,-77.43331909179688,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
19857,Dollar Tree 919,9232 Old Keene Mill Rd,Ste. B,Burke,VA,22015,FAIRFAX,12438.921,100,38.7755126953125,-77.26383972167969,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
20098,Mt Vernon Farmers Market/Arcadia Foods Inc,2501 Sherwood Hall Ln,,Alexandria,VA,22306,FAIRFAX,17149.842,96,38.74327087402344,-77.07543182373047,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
20177,Eden Supermarket 1,6763 Wilson Blvd.,,Falls Church,VA,22044,FAIRFAX,5897331,60,38.85620880126953,-77.15702056884766,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
20727,R.K. Market,1611 Washington Plz,,Reston,VA,20190,FAIRFAX,51.898186,100,38.96896362304688,-77.34086608886719,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
21002,Giant Food 261,3131 Duke St,,Alexandria,VA,22314,ALEXANDRIA,6187.7085,100,38.807861328125,-77.08395385742188,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
21270,Wegmans 133,14361 Newbrook Dr,,Chantilly,VA,20151,FAIRFAX,40587316,60,38.8883056640625,-77.45372772216797,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
21491,Central Supermarket,6222 Richmond Hwy,,Alexandria,VA,22303,FAIRFAX,5908.3857,98.99408,38.78292083740234,-77.07646942138672,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
22043,Mom'S Organic Market 8,424 Elden St,,Herndon,VA,20170,FAIRFAX,3092.3896,100,38.96780395507813,-77.37494659423828,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
22138,Cvs Pharmacy 1398,6436 Springfield Plz,,Springfield,VA,22150,FAIRFAX,31522.852,96,38.77942276000977,-77.18941497802734,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
23558,Cvs Pharmacy 10971,1906 Reston Metro Plz,,Reston,VA,20190,FAIRFAX,11940664,60,38.95816802978516,-77.34184265136719,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
23713,Freshfarm Oakton Farmers Market N/A,2854 Hunter Mill Rd,,Oakton,VA,22124,FAIRFAX,2960.5146,100,38.88861465454102,-77.30330657958984,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
24391,7-Eleven Inc F 28506A,7924 Fort Hunt Rd,,Alexandria,VA,22308,FAIRFAX,4920.7046,98.99408,38.74195098876953,-77.05599212646484,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
25736,"Mi Tierra Mercado Latino, Inc.",6531F Little River Tpke,,Alexandria,VA,22312,FAIRFAX,4805.3203,93.633133,38.82122421264648,-77.15917205810547,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
25856,7-Eleven 28525A,1436 Chain Bridge Rd,,Mclean,VA,22101,FAIRFAX,2514.3521,100,38.93370056152344,-77.17852783203125,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
26484,Trader Joes 640,1109 N Highland St,,Arlington,VA,22201,ARLINGTON,2191.7957,100,38.88641738891602,-77.09477233886719,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
26615,Asia Halal Supermarket,5171 Lee Hwy,,Arlington,VA,22207,ARLINGTON,2746.7603,100,38.89642333984375,-77.13284301757813,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
27299,7-Eleven Inc F 34684A,9617 Fairfax Blvd,,Fairfax,VA,22031,FAIRFAX,695.50592,100,38.86446380615234,-77.2764892578125,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
28610,Safeway  1847,5980 Kingstowne Towne Ctr,,Alexandria,VA,22315,FAIRFAX,14570874,60,38.78448104858398,-77.12519836425781,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
29553,Walgreens 11297,3050 Nutley St,,Fairfax,VA,22031,FAIRFAX,54996.859,99,38.86869049072266,-77.26335144042969,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
30011,Engocha Llc,3823A S George Mason Dr,,Falls Church,VA,22041,FAIRFAX,3381.7952,98.99408,38.84150695800781,-77.11995697021484,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
30726,"H Mart Centreville, Llc",13818 Braddock Rd,,Centreville,VA,20121,FAIRFAX,16744.846,100,38.83544540405273,-77.42636871337891,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
31079,7-Eleven Inc F 10671A,10508 Leesburg Pike,,Vienna,VA,22182,FAIRFAX,2263.584,96,38.97627639770508,-77.30906677246094,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
31356,Costco Wholesale 1115,7940 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,48914.824,96,38.74203491210938,-77.0877685546875,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
31451,7-Eleven 10760B,5725 Edsall Rd,,Alexandria,VA,22304,ALEXANDRIA,4401.0664,100,38.80776977539063,-77.13063812255859,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
31765,La Latina,7010 Commerce St,,Springfield,VA,22150,FAIRFAX,6761.4468,100,38.78280639648438,-77.18790435791016,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
31789,7-Eleven Inc F 27547A,50300 Lee Highway,,Arlington,VA,22207,ARLINGTON,16707555,60,38.90353012084961,-77.1297607421875,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
32140,7-Eleven Inc F 10705A,7243 Arlington Blvd,,Falls Church,VA,22042,FAIRFAX,2965.2046,98.99408,38.86623764038086,-77.19564056396484,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer without fresh produce
32219,La Latina Market,5838 N Kings Hwy,Ste C,Alexandria,VA,22303,FAIRFAX,9647.1904,96,38.78991317749023,-77.07695007324219,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
